lid	Entrez_id	Name	xref	transcript_length	transcript_type	iPSC_parent	iPSC_KO1	iPSC_KO2	iMeLC_parent	iMeLC_KO1	iMeLC_KO2	d6hPGCLC_parent	d6hPGCLC_KO1	d6hPGCLC_KO2	c12_parent	c12_KO1	c12_KO2	c32_parent	c32_KO1	c32_KO2	c42_parent	c42_KO1	diff_iPSC	diff_iMeLC	diff_d6	diff_c12	diff_c32	diff_c42
gene31863	143903	LAYN	Name=LAYN;description=layilin;gbkey=Gene;gene=LAYN;gene_biotype=protein_coding;chr11:111540280-111561745	2772	protein_coding	1.89097921523811	2.45427892425215	2.88344032809206	1.2481973168099	2.38619690806908	2.19080564403094	1.2783247561764	0.524058233846501	0.316180644798284	0.704848894758986	1.34576755703018	1.49157823240712	0.162174894451094	2.5010146908398	3.76537779252297	0.668119124686432	4.04302071965905	0	0	0	0	1	1
gene31933	4837	NNMT	Name=NNMT;description=nicotinamide N-methyltransferase;gbkey=Gene;gene=NNMT;gene_biotype=protein_coding;chr11:114295813-114312516	1578	protein_coding	0	0	0	0	0	0	1.05140442954458	0.524058233846501	0.316180644798284	0	0.53510186177038	0	0.162174894451094	4.5388220803838	5.56353765911527	0.372394965238024	5.09323901570177	0	0	0	0	1	1
gene31948	23705	CADM1	Name=CADM1;description=cell adhesion molecule 1;gbkey=Gene;gene=CADM1;gene_biotype=protein_coding;gene_synonym=BL2,IGSF4,IGSF4A,Necl-2,NECL2,RA175,sgIGSF,ST17,sTSLC-1,SYNCAM,synCAM1,TSLC1;chr11:115173625-115504523	4394	protein_coding	4.09973288729517	3.96398094595061	3.98068175213343	4.8205448489858	3.97761870234248	4.10862241387746	1.45534222487954	2.24232605965997	2.6236092206996	2.78159415734853	3.93785306705478	4.0454889251154	1.85590036609473	2.27466351639641	3.65557285086897	3.20882936257385	4.17254351966537	0	0	0	1	0	0
gene31979	51092	SIDT2	Name=SIDT2;description=SID1 transmembrane family member 2;gbkey=Gene;gene=SIDT2;gene_biotype=protein_coding;gene_synonym=CGI-40;chr11:117179223-117197445	3919	protein_coding	3.42512264563801	3.168699299612	3.44960122634148	2.65658049141406	3.07383098763489	3.31620722970307	6.3401861550127	6.85770118717302	6.70519355355891	6.07404772362395	6.5991087992914	6.30825068265035	4.76246534858536	5.85177289761991	5.68361608421917	4.61823278141802	5.76197666502256	0	0	0	0	0	1
gene31981	6876	TAGLN	Name=TAGLN;description=transgelin;gbkey=Gene;gene=TAGLN;gene_biotype=protein_coding;gene_synonym=SM22,SM22-alpha,SMCC,TAGLN1,WS3-10;chr11:117199294-117207465	4260	protein_coding	5.41228131689562	5.38843478676765	5.5738975426937	8.64509375824523	8.44573607652639	8.45454335669167	6.23452402323606	4.45387034127502	5.06305914902082	4.99004215678075	6.49107466984087	7.00163679649384	4.06120570168843	6.72666771348705	7.59072576370125	4.22264229508723	7.40751251295104	0	0	-1	1	1	1
gene31984	23621	BACE1	Name=BACE1;description=beta-secretase 1;gbkey=Gene;gene=BACE1;gene_biotype=protein_coding;gene_synonym=ASP2,BACE,HSPC104;chr11:117285686-117316256	5847	protein_coding	3.34811303540986	3.18684721799541	3.53169470378787	3.2098816999322	3.11555465674873	2.77824528663202	4.65083673382374	4.51552848778769	4.33302214209429	2.89474393462109	4.20997632147923	4.65138034985022	2.9069258542136	3.62783864334536	4.09916700103238	3.20882936257385	4.46326932474908	0	0	0	1	0	1
gene31993	53826	FXYD6	Name=FXYD6;description=FXYD domain containing ion transport regulator 6;gbkey=Gene;gene=FXYD6;gene_biotype=protein_coding;chr11:117836976-117877486	2229	protein_coding	5.87915323107963	5.72862548919044	5.60082483005037	3.50735441958258	3.09961011085063	3.02045827894911	7.03298015030267	5.66283484754262	5.46195173878435	3.49789880906378	3.70182627106465	3.29031143527107	5.17209561512264	4.87692090286707	4.35994541893752	3.42203111691647	3.80805548952485	0	0	-1	0	0	0
gene32005	10205	MPZL2	Name=MPZL2;description=myelin protein zero like 2;gbkey=Gene;gene=MPZL2;gene_biotype=protein_coding;gene_synonym=EVA,EVA1;chr11:118253416-118264536	2861	protein_coding	1.81602055754985	1.39755014347511	1.08929859708383	3.23781715850309	2.14017555496095	2.06167403829479	0.718480668916801	0.345141494531756	0.20971551121573	1.63543783240027	3.09222541284703	3.7276974676429	0.147391234349036	1.8672447396623	1.15580992581422	0	0.695459382638558	0	-1	0	1	1	0
gene32007	915	CD3D	Name=CD3D;description=CD3d molecule;gbkey=Gene;gene=CD3D;gene_biotype=protein_coding;gene_synonym=CD3-DELTA,IMD19,T3D;chr11:118339074-118342744	741	protein_coding	0.26807619650959	0.27929016960889	0.360173217245255	0	0	0	4.86091483260652	3.47734280961298	3.92997370584958	4.99358816451352	4.94041558153978	5.22012083888695	2.82814726264287	2.66022493439452	2.39744683562181	3.1138671594827	2.0345326789386	0	0	0	0	0	-1
gene32047	9854	C2CD2L	Name=C2CD2L;description=C2CD2 like;gbkey=Gene;gene=C2CD2L;gene_biotype=protein_coding;gene_synonym=DLNB23,TMEM24;chr11:119106752-119118347	5179	protein_coding	1.12201467209698	1.13289656496281	1.47042290667425	1.90725043324872	1.50974179155926	1.37243703575865	2.25829831505699	3.2961708599568	3.32429612828016	2.80000544205661	3.26651262220314	3.21435890510247	2.51903159803755	2.96908657040633	2.49197747797794	2.78450398292957	1.92113161118517	0	0	1	0	0	0
gene32064	7070	THY1	Name=THY1;description=Thy-1 cell surface antigen;gbkey=Gene;gene=THY1;gene_biotype=protein_coding;gene_synonym=CD90,CDw90;chr11:119417941-119424985	2993	protein_coding	6.61994579166188	7.00562904185356	7.0985171419273	6.97232026014407	7.00362215151236	6.93363115633204	7.64362162353381	5.95875604089566	6.00193182701962	8.26452695328246	7.34140108942823	7.09493712498561	9.22729087617102	8.75466835750349	8.51946309031357	9.01883805122633	8.45764517793589	0	0	-1	0	0	0
gene32066	107984398	LOC107984398	Name=LOC107984398;gbkey=Gene;gene=LOC107984398;gene_biotype=lncRNA;chr11:119578726-119581935	2652	lncRNA	0	0	0.412567167309419	0.23832045433476	0.138039863787366	0.271477713668453	2.9004312133134	2.5644082683898	3.03759377480737	2.65697734048051	3.49485359404084	3.09593684026196	1.09200651175065	1.27684765614051	2.2718425276182	0.372394965238024	2.0345326789386	0	0	0	0	0	1
gene32082	220323	OAF	Name=OAF;description=out at first homolog;gbkey=Gene;gene=OAF;gene_biotype=protein_coding;gene_synonym=NS5ATP13TP2;chr11:120210975-120230332	2317	protein_coding	0.417891313315136	1.43753679139524	1.58103261466507	1.36798688381914	1.38385541566992	1.56772218917928	2.08331845576992	2.77747607142336	3.29013489514273	1.43363991356839	3.0754395710515	2.33481956834837	1.35037242236355	3.51365891908853	4.55184272482512	0.668119124686432	4.59850813368341	1	0	0	0	1	1
gene32087	23365	ARHGEF12	Name=ARHGEF12;description=Rho guanine nucleotide exchange factor 12;gbkey=Gene;gene=ARHGEF12;gene_biotype=protein_coding;gene_synonym=LARG,PRO2792;chr11:120336276-120489936	9829	protein_coding	5.0198862622177	5.36796797424505	5.2706460226341	5.07918320610879	5.09987283196244	5.23437687858953	5.45453742247466	5.85891889497113	5.80131869089409	5.52855511637922	5.86068140875679	5.90958647580493	4.88594156316223	4.56263561146793	5.1268352947965	4.85685624963793	5.86522352133713	0	0	0	0	0	1
gene32107	399959	MIR100HG	Name=MIR100HG;description=mir-100-let-7a-2-mir-125b-1 cluster host gene;gbkey=Gene;gene=MIR100HG;gene_biotype=lncRNA;gene_synonym=AGD1,linc-NeD125,lncRNA-N2;chr11:122028329-122422871	3454	lncRNA	0.921771214192215	0.449239627859384	1.34105686851296	0.625692916607998	0.939582942816794	1.32406197088809	0.332923760627775	0	0.175305197599618	0	0	0.23567177980536	0.465652421825335	1.99542783244882	2.12501076820358	0	3.4475659728857	0	0	0	0	1	1
gene32117	84959	UBASH3B	Name=UBASH3B;description=ubiquitin associated and SH3 domain containing B;gbkey=Gene;gene=UBASH3B;gene_biotype=protein_coding;gene_synonym=p70,STS-1,STS1,TULA-2,TULA2;chr11:122655690-122814479	9143	protein_coding	2.87696886036425	2.80424492244911	2.99171789066627	3.60882409828799	3.4622469482135	3.47176405698323	1.05140442954458	0.992849464650171	1.20749190779879	1.5301974291708	3.17454337704418	3.72962351757389	1.95093247284892	3.02510797761978	3.34534918955754	2.08389412562431	3.6027300380274	0	0	0	1	1	1
gene32119	79864	JHY	Name=JHY;description=junctional cadherin complex regulator;gbkey=Gene;gene=JHY;gene_biotype=protein_coding;gene_synonym=C11orf63;chr11:122881640-122963862	7470	protein_coding	0.891239625529401	0.254112899449051	0.323864475690871	0	0.42146930836596	0.253960732478664	1.73599856636857	1.19474981012788	1.20749190779879	1.60270861407928	2.77253975086415	2.63932979314751	1.19929216205533	2.00352011149718	1.23769590351067	0	1.79805051476751	0	0	0	1	0	1
gene32167	4013	VWA5A	Name=VWA5A;description=von Willebrand factor A domain containing 5A;gbkey=Gene;gene=VWA5A;gene_biotype=protein_coding;gene_synonym=BCSC-1,BCSC1,LOH11CR2A;chr11:124115404-124146912	3640	protein_coding	4.88060075621442	4.64704991051983	4.85398468115252	3.76879315747668	3.49771755998634	3.64924054590307	3.64929195244474	3.68296306173801	3.58159809996982	3.20347699188517	4.29103480377981	3.66022814559857	3.78360326946586	4.76201273319738	5.19947665418894	3.60774456669198	4.6349300902852	0	0	0	0	0	1
gene32209	90952	ESAM	Name=ESAM;description=endothelial cell adhesion molecule;gbkey=Gene;gene=ESAM;gene_biotype=protein_coding;gene_synonym=W117m;chr11:124753123-124762327	1869	protein_coding	0.271500438701213	0.397234301519226	0.611931488674381	0.417153351481454	0	0	2.9029696293486	4.413794518253	4.18979921127095	7.0086688277109	7.26253708916638	6.90780809364726	7.0910010420038	6.70692921579438	6.67264398009309	6.64315919973333	6.31578719671658	0	0	1	0	0	0
gene32220	80071	CCDC15	Name=CCDC15;description=coiled-coil domain containing 15;gbkey=Gene;gene=CCDC15;gene_biotype=protein_coding;chr11:124954121-125041489	3939	protein_coding	2.66201698193848	3.0249437369088	2.95057009116309	1.70403833864733	2.33650168164352	2.04404306029076	1.07651462461023	2.41370800977281	2.09125693447958	1.65349676539167	1.65443822026115	1.7367297153608	3.00223904727219	1.97447942560025	2.20072065739527	2.90284538355057	2.96589507938676	0	0	1	0	0	0
gene32228	9638	FEZ1	Name=FEZ1;description=fasciculation and elongation protein zeta 1;gbkey=Gene;gene=FEZ1;gene_biotype=protein_coding;gene_synonym=UNC-76;chr11:125445745-125496310	1858	protein_coding	6.28452963980592	5.80443401769196	5.76646703547671	4.4582705953493	3.66139458734259	3.90173321706282	1.25153577157974	2.294773508381	1.84574150878505	0.9595033501604	2.66714061630085	2.48543440541979	2.18258648423342	2.56174607339833	2.30118798104228	1.30597052098439	2.78324709737812	0	0	0	1	0	1
gene32233	3703	STT3A	Name=STT3A;description=STT3A%2C catalytic subunit of the oligosaccharyltransferase complex;gbkey=Gene;gene=STT3A;gene_biotype=protein_coding;gene_synonym=ITM1,STT3-A,TMC;chr11:125592795-125622759	4314	protein_coding	3.84571537696221	3.84275422818539	4.02966907189019	4.5933327040402	4.53426394713319	4.36313120750928	4.47159040414783	4.9934218925247	4.69275551750206	4.51034367714422	4.69658599018019	4.58925186895549	2.98829526215343	2.93479032001507	3.49344477751822	2.90284538355057	4.12211772938052	0	0	0	0	0	1
gene32245	29118	DDX25	Name=DDX25;description=DEAD-box helicase 25;gbkey=Gene;gene=DDX25;gene_biotype=protein_coding;gene_synonym=GRTH;chr11:125903376-125923404	1967	protein_coding	4.90706691377531	4.538927619923	4.57137539234198	3.01991561549706	2.19280949128705	2.68544069898935	3.0348271075193	2.68369909535821	2.40468033367098	3.53270761386199	2.29584125664695	2.46051279254446	5.12148705898879	4.14916239190737	4.1354733060579	5.11156971787277	3.4475659728857	0	0	0	-1	0	-1
gene32284	2113	ETS1	Name=ETS1;description=ETS proto-oncogene 1%2C transcription factor;gbkey=Gene;gene=ETS1;gene_biotype=protein_coding;gene_synonym=c-ets-1,ETS-1,EWSR2,p54;chr11:128458761-128587593	5730	protein_coding	3.54183617305576	4.57953863815245	4.55001489027639	4.4912324942567	4.68627432054388	4.86824864502762	1.13709183580161	0.54400293564501	1.23235175925623	0.83810018416758	0.53510186177038	0.41301489324987	0.441937389317005	1.15705420049796	1.97287188856925	0.372394965238024	1.92113161118517	1	0	0	0	0	1
gene32316	6768	ST14	Name=ST14;description=suppression of tumorigenicity 14;gbkey=Gene;gene=ST14;gene_biotype=protein_coding;gene_synonym=ARCI11,HAI,MT-SP1,MTSP1,PRSS14,SNC19,TADG15,TMPRSS14;chr11:130159787-130210362	3300	protein_coding	4.21872034632575	4.26660728367607	4.40872655063087	2.29130039484528	2.60078646476984	2.81963761375833	5.25201051403927	5.43528991849038	5.55936634277243	4.421106456924	5.57011618801737	5.11239095355344	1.33469594223634	3.11671817607935	2.83035486674999	0	2.0345326789386	0	0	0	0	1	1
gene32347	4978	OPCML	Name=OPCML;description=opioid binding protein/cell adhesion molecule like;gbkey=Gene;gene=OPCML;gene_biotype=protein_coding;gene_synonym=IGLON1,OBCAM,OPCM;chr11:132403361-133532612	7138	protein_coding	1.93850228805343	0.969980445000047	2.50964973079088	0.864013370942758	0.571817600848251	0.441419327883625	0.397452011474317	1.97509231208809	1.90522209794595	2.4752688477215	3.83041356843923	4.02097338372413	1.09200651175065	0.96684382069906	0.524187852269488	0.372394965238024	0.389236385748939	0	0	1	1	0	0
gene32400	4815	NINJ2	Name=NINJ2;description=ninjurin 2;gbkey=Gene;gene=NINJ2;gene_biotype=protein_coding;chr12:564296-663741	975	protein_coding	0	0	0	0	0	0	0.621225036838851	0	0.371994411595426	2.67062335515176	0.9198426440811	0.383657899612414	1.86045184657797	0.934653313783946	1.54134854107408	0.372394965238024	2.23762490001616	0	0	0	-1	0	1
gene32484	10566	AKAP3	Name=AKAP3;description=A-kinase anchoring protein 3;gbkey=Gene;gene=AKAP3;gene_biotype=protein_coding;gene_synonym=AKAP 110,AKAP110,CT82,FSP95,HEL159,PRKA3,SOB1;chr12:4615508-4649047	3448	protein_coding	0.271500438701213	0.441654001481242	0.55922400636628	0.333241965418713	0.379102595827362	0.253960732478664	0.45528958777138	0.345141494531756	0	3.05423765511044	0.454598531495844	0.217013837331799	3.9538663317627	3.41613079383759	3.07967181416982	4.07919888321099	3.31916991245573	0	0	0	-1	0	0
gene32503	7450	VWF	Name=VWF;description=von Willebrand factor;gbkey=Gene;gene=VWF;gene_biotype=protein_coding;gene_synonym=F8VWF,VWD;chr12:5948874-6124675	8838	protein_coding	0.64362405072454	0.660921573251225	0.479699617386061	0.129832091974326	0	0.133378281152332	1.27239918654456	2.77897914320103	2.35107903252901	2.24774173498293	2.1321142596824	2.76815413256567	0.269765535737075	0	0.866014927552216	1.12300395405482	2.13963320511453	0	0	1	0	0	1
gene32512	55200	PLEKHG6	Name=PLEKHG6;description=pleckstrin homology and RhoGEF domain containing G6;gbkey=Gene;gene=PLEKHG6;gene_biotype=protein_coding;gene_synonym=MyoGEF;chr12:6310436-6328506	3132	protein_coding	3.02195844895375	2.9081526239623	2.52620983695838	3.29432635876484	2.70239055246029	2.44243455717646	2.77595253477695	3.91641115857446	3.79739753390626	2.1978328696172	3.45554842183663	3.23366812446819	0.162174894451094	1.97447942560025	0.965763637700727	0.372394965238024	1.16266121085665	0	0	1	1	0	0
gene32513	7132	TNFRSF1A	Name=TNFRSF1A;description=TNF receptor superfamily member 1A;gbkey=Gene;gene=TNFRSF1A;gene_biotype=protein_coding;gene_synonym=CD120a,FPF,p55,p55-R,p60,TBP1,TNF-R,TNF-R-I,TNF-R55,TNFAR,TNFR1,TNFR55,TNFR60;chr12:6328757-6342117	2344	protein_coding	4.6778157776006	4.04591463860474	4.888945943321	4.47298119289008	5.05202661906342	4.62779646208765	3.60804125422745	4.42657251130397	4.67132772415289	4.03477164673155	4.90498102761671	4.7584083043959	4.28301144253109	5.4985820776988	5.39136851543392	4.49175050103445	4.91219475982578	0	0	0	0	1	0
gene32519	4055	LTBR	Name=LTBR;description=lymphotoxin beta receptor;gbkey=Gene;gene=LTBR;gene_biotype=protein_coding;gene_synonym=CD18,D12S370,LT-BETA-R,TNF-R-III,TNFCR,TNFR-RP,TNFR2-RP,TNFR3,TNFRSF3;chr12:6375368-6391571	2268	protein_coding	0.644664510170652	0.703352527308436	0.606936171362427	0.657027318664566	0.138039863787366	0.253960732478664	2.27516512672028	1.82545993510106	1.64895855827954	3.46456244360136	3.36667457670538	3.49242135663899	1.20793101942007	2.12109249306184	2.50365225703486	1.74674271577774	2.90754446916025	0	0	0	0	0	1
gene32530	112268089	LOC112268089	Name=LOC112268089;gbkey=Gene;gene=LOC112268089;gene_biotype=lncRNA;chr12:6530172-6534418	3927	lncRNA	4.0351174489	3.85519692865449	3.98486161396859	3.78791946177908	3.33623981577228	3.65460915338447	3.49664265645608	2.4352703455058	2.48716939536966	3.43837572674196	2.98810631898558	2.92961749188292	3.74033427933194	4.05092220611646	4.15877378024708	4.2893475840902	4.22126616445785	0	0	-1	0	0	0
gene32550	10536	P3H3	Name=P3H3;description=prolyl 3-hydroxylase 3;gbkey=Gene;gene=P3H3;gene_biotype=protein_coding;gene_synonym=GRCB,HSU47926,LEPREL2;chr12:6828373-6839854	2672	protein_coding	3.83403299880055	4.64893358278238	4.6505073914755	3.58227368887718	4.43018595133969	4.3120421280757	4.39365038408927	5.53959680825377	5.50779460972457	3.45689137014173	4.78374610213683	4.35572927217868	3.88060695057402	5.13733625517548	5.45000612188258	3.64218169213078	4.97035672226048	0	0	1	0	1	1
gene32551	2784	GNB3	Name=GNB3;description=G protein subunit beta 3;gbkey=Gene;gene=GNB3;gene_biotype=protein_coding;gene_synonym=CSNB1H;chr12:6840854-6847395	1730	protein_coding	2.9476831932316	3.35951232519619	3.20272652427568	2.43838045726048	2.67881808555143	2.98259251383424	1.46840633335126	2.04655238317245	2.25903302795864	0.930169570403272	1.98714723498701	2.14225302013546	1.80682157492077	2.1857324592503	2.91811685159547	0.668119124686432	2.3293819662963	0	0	0	1	0	1
gene32559	10233	LRRC23	Name=LRRC23;description=leucine rich repeat containing 23;gbkey=Gene;gene=LRRC23;gene_biotype=protein_coding;gene_synonym=LRPB7;chr12:6904733-6914242	1800	protein_coding	1.48828693446352	1.31541764827589	0.893099889759632	0.23832045433476	1.08502377258322	0.597222201381618	1.60112931382988	2.50503750605479	2.6236490097003	2.41553093595771	1.23097887096541	0.868420233342297	2.4569808907937	2.90825693795691	2.62252764420279	2.27157507753675	2.23762490001616	0	0	0	-1	0	0
gene32575	716	C1S	Name=C1S;description=complement C1s;gbkey=Gene;gene=C1S;gene_biotype=protein_coding;gene_synonym=EDSPD2;chr12:7060661-7071032	2826	protein_coding	4.00113804191394	3.39876367870282	3.383797231385	2.17617617842134	2.31665047751891	1.91678092493683	2.84243586238606	2.12506892904893	2.00714145678979	2.33135076327105	1.23419758396096	1.37282380297502	2.03895755843412	3.20150779612416	3.68807106374054	2.58652457437824	4.14755092670304	0	0	0	0	1	1
gene32576	715	C1R	Name=C1R;description=complement C1r;gbkey=Gene;gene=C1R;gene_biotype=protein_coding;gene_synonym=EDSPD1;chr12:7080209-7092607	2660	protein_coding	3.3641811635574	2.24058580684972	2.7851913971279	1.5159767222047	1.18873278660145	0.947024008593777	1.79949460195584	0.515131916163821	0.504386853533008	0.766650329559184	0.657322453349611	0.938906340571115	1.60080204871834	2.14789450030977	2.98033330656441	1.46832264394787	2.49705025008809	0	0	-1	0	0	1
gene32577	51279	C1RL	Name=C1RL;description=complement C1r subcomponent like;gbkey=Gene;gene=C1RL;gene_biotype=protein_coding;gene_synonym=C1r-LP,C1RL1,C1RLP,CLSPa;chr12:7094550-7109278	881	protein_coding	4.07344874920196	3.83922433624942	3.78965308329887	1.868404712398	2.45501947797946	2.2713946414552	3.99099336111152	3.70106023273645	3.57228156005506	2.65697734048051	2.52962356384095	2.70350489968912	1.75697197801901	2.35515747252938	2.94798666911331	0.913416033285306	3.0759604132434	0	0	0	0	0	1
gene32594	359787	DPPA3	Name=DPPA3;description=developmental pluripotency associated 3;gbkey=Gene;gene=DPPA3;gene_biotype=protein_coding;gene_synonym=Pgc7,STELLA;chr12:7711454-7717559	1079	protein_coding	1.05282479286346	1.65994883527927	1.6322546576417	1.20176577797744	0.494922002035836	1.26948576391423	2.36190216063831	1.86197297776475	1.51485936708665	6.11561685561868	5.00165580906937	4.90245521527558	8.73873399177441	8.11079866593499	7.99755122080192	8.77490760853378	8.16254389890818	0	0	0	-1	0	0
gene32606	55810	FOXJ2	Name=FOXJ2;description=forkhead box J2;gbkey=Gene;gene=FOXJ2;gene_biotype=protein_coding;gene_synonym=FHX;chr12:8032680-8055522	5757	protein_coding	3.70414812014947	3.62101365748832	3.61752068605545	2.94543121866374	3.79343355788076	3.58596865885954	3.41875925524451	4.42208542443514	4.53089707044334	2.89595882478104	3.68350035069875	3.53752079118856	2.55264947721576	2.6124011313039	2.46120052807147	1.74674271577774	3.02197712270615	0	0	1	0	0	1
gene32613	440078	FAM66C	Name=FAM66C;description=family with sequence similarity 66 member C;gbkey=Gene;gene=FAM66C;gene_biotype=lncRNA;chr12:8180209-8201000	3266	lncRNA	2.14034167574077	1.69616312670969	1.77611882118392	1.06828230700777	0.938407871412608	0.353762395449804	0.211923527299217	2.08651205697139	1.99802812052497	1.51702397853209	0.36079569938769	1.18799689449564	1.51877024841179	1.43650500486626	1.83928140845731	2.08389412562431	2.3293819662963	0	0	1	0	0	0
gene32614	55138	FAM90A1	Name=FAM90A1;description=family with sequence similarity 90 member A1;gbkey=Gene;gene=FAM90A1;gene_biotype=protein_coding;chr12:8221260-8227618	2516	protein_coding	0.26807619650959	0.27929016960889	0.791425020992699	0.23832045433476	0.682325568433595	0.353762395449804	0.771767614558815	0.899728294369153	0.93841413298111	1.16915721315512	0.332377939916612	0.452685617137159	3.11283829479284	0.791061550328393	0.441575785431239	2.35698889179248	0.389236385748939	0	0	0	0	-1	-1
gene32628	93978	CLEC6A	Name=CLEC6A;description=C-type lectin domain containing 6A;gbkey=Gene;gene=CLEC6A;gene_biotype=protein_coding;gene_synonym=CLEC4N,CLECSF10,dectin-2;chr12:8455995-8478330	1613	protein_coding	0	0	0	0	0.138039863787366	0	2.39127092329876	2.26929771942586	2.58393626737343	2.29317854644937	2.01004399680668	1.83383739486242	1.35413652890876	2.66721463453178	1.90755905201455	0	1.16266121085665	0	0	0	0	0	1
gene32635	57379	AICDA	Name=AICDA;description=activation induced cytidine deaminase;gbkey=Gene;gene=AICDA;gene_biotype=protein_coding;gene_synonym=AID,ARP2,CDA2,HEL-S-284,HIGM2;chr12:8602166-8612970	724	protein_coding	0.148448928850039	0	0.127236553976366	0	0.241062732039995	0.245900899797026	2.40638218387519	2.87113862840193	2.45774168218948	3.15280126460019	2.52480191923632	2.48625095855594	1.99418195739394	1.68487393588902	1.94649240318065	0.372394965238024	1.51505639473331	0	0	0	0	0	1
gene32648	2	A2M	Name=A2M;description=alpha-2-macroglobulin;gbkey=Gene;gene=A2M;gene_biotype=protein_coding;gene_synonym=A2MD,CPAMD5,FWP007,S863-7;chr12:9067708-9116229	5073	protein_coding	0.148448928850039	0.353983227387988	0.641341618330506	0.417153351481454	0	0.133378281152332	0.561046072509031	0.441575785431239	0.791512782987319	1.56203412224813	1.79578848176073	2.01510199401539	3.36275527488526	5.26601023651574	5.4470379438097	4.91434446701745	6.50476179500964	0	0	0	0	1	1
gene32669	3820	KLRB1	Name=KLRB1;description=killer cell lectin like receptor B1;gbkey=Gene;gene=KLRB1;gene_biotype=protein_coding;gene_synonym=CD161,CLEC5B,hNKR-P1A,NKR,NKR-P1,NKR-P1A,NKRP1A;chr12:9595274-9607901	740	protein_coding	0	0	0.124813686569845	0	0	0	7.80970520822286	8.66648267339216	8.4610621430734	7.98348282583181	9.00226444629571	9.12654453894623	3.57477432370138	6.3082394692421	6.03277691649157	2.1807843910787	4.2683969632693	0	0	0	1	1	1
gene32670	107987174	LOC107987174	Name=LOC107987174;gbkey=Gene;gene=LOC107987174;gene_biotype=lncRNA;chr12:9603666-9607797	832	lncRNA	0	0	0	0	0	0	4.6273587814552	5.00427992005012	4.78108980246718	4.37665627029083	5.66980347440525	5.75424882445663	1.40557623812393	3.73167614722364	3.44178761111169	0.668119124686432	2.64724542433163	0	0	0	1	1	1
gene32699	4973	OLR1	Name=OLR1;description=oxidized low density lipoprotein receptor 1;gbkey=Gene;gene=OLR1;gene_biotype=protein_coding;gene_synonym=CLEC8A,LOX1,LOXIN,SCARE1,SLOX1;chr12:10158300-10172191	2516	protein_coding	0	0	0	0.129832091974326	0	0	0.559844087259598	0	0	0	2.75586715871583	2.68631526244988	0.162174894451094	2.46355959977729	2.9968174827927	0	1.51505639473331	0	0	0	1	1	1
gene32765	2120	ETV6	Name=ETV6;description=ETS variant 6;gbkey=Gene;gene=ETV6;gene_biotype=protein_coding;gene_synonym=TEL,TEL/ABL,THC5;chr12:11649601-11895402	7279	protein_coding	3.62478527857199	3.42477083949832	3.16975942516987	3.75213363956746	3.65741946546694	3.42212453253943	3.51420907563741	2.71406318884913	3.22018336249867	2.64701133441429	2.56193500660748	2.89581581515899	0.85815031368619	2.33844096212693	2.72456826524194	1.86809407991528	2.3293819662963	0	0	0	0	1	0
gene32799	9052	GPRC5A	Name=GPRC5A;description=G protein-coupled receptor class C group 5 member A;gbkey=Gene;gene=GPRC5A;gene_biotype=protein_coding;gene_synonym=GPCR5A,PEIG-1,RAI3,RAIG1,TIG1;chr12:12891022-12913666	2851	protein_coding	0.417891313315136	0.882309670906793	0.2311832415722	0.335284222809786	0.130554764454651	0.245900899797026	5.3435368136565	4.86232804655515	5.1042833554108	5.18976671521047	4.77277212893887	5.07237354162262	2.98829526215343	4.40114818050267	4.62280073150504	2.58652457437824	4.22126616445785	0	0	0	0	1	1
gene32803	50865	HEBP1	Name=HEBP1;description=heme binding protein 1;gbkey=Gene;gene=HEBP1;gene_biotype=protein_coding;gene_synonym=HBP,HEBP;chr12:12974864-13000309	1209	protein_coding	5.0073598375473	5.04593813161662	5.14761104871044	4.30753358643309	3.78528633338876	4.30761628338947	4.89579065690429	4.59203388420897	5.11589198735691	4.20169711066247	3.86375769962525	4.49059509992366	2.50114750429089	3.13382907670977	3.29269884102347	2.27157507753675	3.70903692850884	0	0	0	0	0	1
gene32810	2012	EMP1	Name=EMP1;description=epithelial membrane protein 1;gbkey=Gene;gene=EMP1;gene_biotype=protein_coding;gene_synonym=CL-20,EMP-1,TMP;chr12:13196668-13216774	2851	protein_coding	0.271500438701213	0.138218555218141	0.546577243953541	0.827560670407078	0	0.597222201381618	4.16382595568892	2.36502155223073	2.93359999994978	3.93882812529823	2.98685045082857	2.75767972222696	2.55953937184202	4.29515957278827	5.40126443464554	1.12300395405482	6.14321584655491	0	0	-1	0	1	1
gene32824	79887	PLBD1	Name=PLBD1;description=phospholipase B domain containing 1;gbkey=Gene;gene=PLBD1;gene_biotype=protein_coding;chr12:14503663-14567857	1932	protein_coding	3.8040609369675	4.98361408461552	5.00949110826621	4.81332770523993	5.26050727982491	5.41557907002492	9.22870079146667	9.82204972202113	9.88789168551866	9.38401775320384	9.35912387588548	9.26566146557328	9.61011821892442	9.59830917847375	9.31657450417401	9.79303034398862	9.41165948686313	1	0	0	0	0	0
